job_family,seniority,contract_type,region_code,remote_flag,min_years_exp,edu_min,responsibilities_count,requirements_count,tools_mentioned,lang_req,tech_skill,data_skill,design_skill,sales_skill,marketing_skill,ops_skill,salary_min,salary_max,salary_per_year_exp,req_to_resp_ratio,skill_density,complexity,jd_text
2,1,0,4,0,0.49,1,14,14,6,2,27.5,39.4,100.0,30.7,49.5,19.5,26335,52281,26464.43,1.0,9.521,0.397,"Junior Design role. Focus on usability, prototypes, and design system. Requirements: 14 items; Responsibilities: 14 items."
4,0,1,1,0,1.33,0,5,3,10,1,43.8,51.2,50.3,51.0,60.1,46.0,23247,26378,10630.96,0.6,37.801,-0.236,"Intern Marketing role. Focus on SEO, campaigns, and content. Requirements: 3 items; Responsibilities: 5 items."
2,3,0,1,0,10.03,3,10,20,10,2,25.0,32.2,76.2,46.5,24.1,61.9,77547,110078,8507.7,2.0,8.864,0.924,"Senior Design role. Focus on UX/UI, prototypes, and design system. Requirements: 20 items; Responsibilities: 10 items."
4,3,0,4,1,10.35,2,13,12,7,1,60.8,25.5,55.0,36.2,77.5,46.5,71403,119292,8398.69,0.923,12.058,2.237,"Senior Marketing role. Focus on campaigns, ads, and content. Requirements: 12 items; Responsibilities: 13 items."
5,2,0,4,0,4.65,2,9,9,13,1,56.5,54.4,43.6,39.6,42.8,59.1,58058,67558,11110.48,1.0,16.441,1.334,"Mid Operations role. Focus on reporting, process, and logistics. Requirements: 9 items; Responsibilities: 9 items."
5,0,2,3,1,1.66,1,5,8,7,1,18.4,32.6,14.0,23.6,26.7,63.3,26698,36657,11924.48,1.6,13.736,0.757,"Intern Operations role. Focus on process, SOP, and reporting. Requirements: 8 items; Responsibilities: 5 items."
1,4,0,3,0,7.46,0,17,16,10,1,27.6,71.2,54.6,77.8,47.6,61.9,88047,126065,12652.39,0.941,10.325,2.015,"Lead Data role. Focus on modeling, dashboard, and pipelines. Requirements: 16 items; Responsibilities: 17 items."
3,1,0,5,0,6.12,0,9,14,10,0,45.7,41.4,54.6,70.0,24.8,55.2,49404,55342,7360.19,1.556,12.683,1.084,"Junior Sales role. Focus on quota, pipeline, and account. Requirements: 14 items; Responsibilities: 9 items."
5,1,0,5,0,2.65,1,11,9,5,0,38.6,32.5,37.2,25.2,55.8,61.9,32488,44809,10577.45,0.818,12.562,1.582,"Junior Operations role. Focus on coordination, SOP, and logistics. Requirements: 9 items; Responsibilities: 11 items."
0,2,2,5,1,7.97,1,8,14,9,0,76.9,50.8,63.4,33.4,53.2,51.1,49729,87097,7627.59,1.75,14.944,1.529,"Mid Software role. Focus on microservices, API, and CI/CD. Requirements: 14 items; Responsibilities: 8 items."
3,3,1,5,0,7.6,1,14,15,9,0,18.3,70.0,47.9,55.4,56.7,51.9,68241,99064,9726.48,1.071,10.355,1.538,"Senior Sales role. Focus on leads, CRM, and pipeline. Requirements: 15 items; Responsibilities: 14 items."
0,3,1,1,1,7.49,1,13,13,10,0,78.3,34.0,48.9,55.5,35.3,60.2,101188,135524,13947.27,1.0,12.012,1.222,"Senior Software role. Focus on API, microservices, and backend. Requirements: 13 items; Responsibilities: 13 items."
0,4,0,4,0,13.8,2,13,17,12,1,81.9,51.8,37.6,68.0,75.3,41.7,93062,157014,8446.56,1.308,11.877,3.016,"Lead Software role. Focus on frontend, microservices, and code review. Requirements: 17 items; Responsibilities: 13 items."
5,2,2,1,0,4.33,1,7,11,6,1,48.0,33.2,34.1,39.9,27.2,82.0,60488,68099,12055.34,1.571,14.695,1.686,"Mid Operations role. Focus on reporting, quality, and coordination. Requirements: 11 items; Responsibilities: 7 items."
5,2,1,5,0,8.0,1,10,13,3,2,32.9,55.0,51.9,35.5,28.3,79.6,49522,68702,6568.28,1.3,12.314,1.575,"Mid Operations role. Focus on quality, SOP, and reporting. Requirements: 13 items; Responsibilities: 10 items."
4,1,0,5,0,2.97,1,5,9,9,2,44.0,42.8,20.6,34.5,72.7,33.2,49189,55772,13206.63,1.8,17.701,0.625,"Junior Marketing role. Focus on analytics, brand, and content. Requirements: 9 items; Responsibilities: 5 items."
3,2,1,2,0,4.32,1,12,15,1,0,34.4,33.9,36.9,74.1,18.6,44.7,51980,86852,13052.48,1.25,8.987,0.968,"Mid Sales role. Focus on account, CRM, and quota. Requirements: 15 items; Responsibilities: 12 items."
0,0,2,3,0,0.12,1,7,6,11,2,47.3,74.5,36.2,45.1,34.9,24.5,24142,34312,26105.9,0.857,20.195,-0.061,"Intern Software role. Focus on frontend, code review, and backend. Requirements: 6 items; Responsibilities: 7 items."
1,2,1,0,0,7.72,1,12,13,19,2,54.9,93.8,62.3,70.7,45.6,46.8,53279,66305,6858.31,1.083,14.967,1.602,"Mid Data role. Focus on dashboard, ETL, and pipelines. Requirements: 13 items; Responsibilities: 12 items."
2,2,1,0,0,5.67,1,17,17,2,1,30.0,25.9,49.3,39.4,40.5,31.3,55710,69072,9353.36,1.0,6.367,1.301,"Mid Design role. Focus on usability, prototypes, and design system. Requirements: 17 items; Responsibilities: 17 items."
2,3,1,1,1,7.44,1,16,16,16,1,53.4,58.5,54.0,49.6,59.2,51.0,84172,98577,10832.75,1.0,10.174,1.788,"Senior Design role. Focus on UX/UI, usability, and wireframes. Requirements: 16 items; Responsibilities: 16 items."
1,2,1,0,0,3.25,2,5,20,12,1,63.2,86.1,68.4,47.3,50.7,43.9,34956,83011,13886.4,4.0,14.385,2.078,"Mid Data role. Focus on dashboard, modeling, and SQL. Requirements: 20 items; Responsibilities: 5 items."
5,1,1,2,0,5.26,2,10,10,5,0,38.5,26.0,33.7,34.9,69.9,47.7,54359,55359,8760.19,1.0,12.528,1.176,"Junior Operations role. Focus on process, quality, and reporting. Requirements: 10 items; Responsibilities: 10 items."
4,1,0,5,1,5.07,2,9,10,7,1,42.2,37.9,37.9,17.5,84.3,40.7,25559,65069,7460.11,1.111,13.71,1.651,"Junior Marketing role. Focus on ads, campaigns, and SEO. Requirements: 10 items; Responsibilities: 9 items."
5,3,0,4,1,8.72,1,13,16,9,0,42.6,41.4,40.0,67.0,39.7,87.6,53909,113496,8613.78,1.231,10.976,1.586,"Senior Operations role. Focus on process, quality, and coordination. Requirements: 16 items; Responsibilities: 13 items."
4,2,0,3,0,7.12,2,9,15,7,0,53.3,39.5,48.0,51.3,63.1,36.6,55173,102262,9689.93,1.667,12.159,1.656,"Mid Marketing role. Focus on campaigns, brand, and content. Requirements: 15 items; Responsibilities: 9 items."
4,1,0,4,0,0.0,2,11,12,8,2,39.6,56.6,37.2,27.6,77.2,49.4,22005,43026,32515.57,1.091,12.506,0.699,"Junior Marketing role. Focus on brand, ads, and SEO. Requirements: 12 items; Responsibilities: 11 items."
5,3,0,0,0,7.09,1,6,15,8,2,36.5,24.2,41.1,56.9,46.1,48.1,65588,75510,8715.49,2.5,12.046,1.304,"Senior Operations role. Focus on SOP, quality, and reporting. Requirements: 15 items; Responsibilities: 6 items."
5,1,0,3,0,3.74,2,5,9,3,1,29.6,29.6,42.4,21.4,51.5,86.7,47992,50149,10343.85,1.8,18.66,0.961,"Junior Operations role. Focus on process, coordination, and SOP. Requirements: 9 items; Responsibilities: 5 items."
3,0,2,3,0,1.34,1,8,6,5,1,10.1,48.2,40.0,37.5,42.5,21.1,29754,30754,12938.47,0.75,14.247,1.061,"Intern Sales role. Focus on closing, CRM, and account. Requirements: 6 items; Responsibilities: 8 items."
4,0,2,0,0,0.46,1,7,7,11,1,52.0,35.2,52.9,30.6,73.4,23.2,18418,39660,19844.5,1.0,19.09,1.219,"Intern Marketing role. Focus on analytics, campaigns, and content. Requirements: 7 items; Responsibilities: 7 items."
2,3,0,3,0,8.55,1,15,11,6,0,59.3,23.4,70.1,52.3,65.4,59.3,43645,125275,8842.22,0.733,12.683,2.034,"Senior Design role. Focus on design system, user research, and wireframes. Requirements: 11 items; Responsibilities: 15 items."
1,2,0,3,0,4.56,1,9,9,13,2,45.1,100.0,54.1,35.4,23.9,32.7,55590,56590,10085.12,1.0,16.178,1.874,"Mid Data role. Focus on experiments, pipelines, and SQL. Requirements: 9 items; Responsibilities: 9 items."
5,2,0,2,1,4.69,1,9,9,9,1,59.4,53.7,37.0,31.4,42.5,67.7,42543,72280,10092.41,1.0,16.206,0.518,"Mid Operations role. Focus on process, quality, and coordination. Requirements: 9 items; Responsibilities: 9 items."
5,3,1,5,0,5.74,1,15,19,11,2,42.3,51.2,40.9,23.9,64.4,75.1,60284,62776,9134.24,1.267,8.764,1.705,"Senior Operations role. Focus on coordination, process, and SOP. Requirements: 19 items; Responsibilities: 15 items."
2,4,0,5,1,10.69,0,15,18,9,0,24.8,56.8,98.7,56.8,65.6,69.9,92709,125781,9345.68,1.2,11.292,2.996,"Lead Design role. Focus on user research, usability, and design system. Requirements: 18 items; Responsibilities: 15 items."
0,3,0,2,1,6.73,2,8,18,9,2,58.9,28.9,44.6,38.4,55.5,55.2,92299,96045,12182.39,2.25,10.827,1.951,"Senior Software role. Focus on backend, code review, and microservices. Requirements: 18 items; Responsibilities: 8 items."
4,2,0,5,0,4.95,2,13,12,10,1,22.1,28.5,38.7,40.3,83.6,33.8,27566,67815,8020.92,0.923,9.875,1.301,"Mid Marketing role. Focus on ads, campaigns, and brand. Requirements: 12 items; Responsibilities: 13 items."
0,2,0,1,0,8.15,2,8,13,10,1,51.6,57.7,53.3,17.1,41.8,29.2,88100,111939,10926.17,1.625,11.937,1.661,"Mid Software role. Focus on CI/CD, code review, and backend. Requirements: 13 items; Responsibilities: 8 items."
1,0,0,0,0,1.14,1,8,5,6,1,21.6,45.0,31.8,60.6,34.6,27.3,16745,34079,11852.27,0.625,16.993,0.363,"Intern Data role. Focus on pipelines, modeling, and ETL. Requirements: 5 items; Responsibilities: 8 items."
0,1,0,3,0,3.45,1,9,4,11,1,74.7,19.8,48.4,46.4,48.5,38.2,39012,62753,11443.35,0.444,21.229,1.952,"Junior Software role. Focus on CI/CD, API, and microservices. Requirements: 4 items; Responsibilities: 9 items."
1,2,0,0,0,3.19,2,12,12,9,0,61.0,74.7,27.7,40.7,20.9,23.4,51532,86387,16455.86,1.0,10.348,1.12,"Mid Data role. Focus on ETL, pipelines, and modeling. Requirements: 12 items; Responsibilities: 12 items."
2,0,2,1,0,0.52,1,9,6,4,1,17.2,22.2,79.4,18.1,54.1,38.9,25399,26399,17044.28,0.667,15.328,1.079,"Intern Design role. Focus on prototypes, UX/UI, and usability. Requirements: 6 items; Responsibilities: 9 items."
3,2,0,2,1,7.47,1,8,11,11,0,39.5,64.9,45.2,74.7,60.8,31.0,69624,86471,9215.91,1.375,16.634,1.241,"Mid Sales role. Focus on closing, CRM, and quota. Requirements: 11 items; Responsibilities: 8 items."
4,0,0,4,0,1.92,3,8,3,6,1,45.6,27.1,33.0,7.2,57.3,37.0,20297,38395,10061.54,0.375,18.843,0.672,"Intern Marketing role. Focus on ads, analytics, and content. Requirements: 3 items; Responsibilities: 8 items."
1,2,2,5,0,5.89,1,10,14,8,0,22.2,81.5,56.6,40.9,25.5,40.5,76424,101044,12878.01,1.4,11.134,1.461,"Mid Data role. Focus on ETL, pipelines, and SQL. Requirements: 14 items; Responsibilities: 10 items."
2,2,0,5,0,5.5,1,10,14,7,1,26.8,56.1,100.0,53.4,49.1,34.0,85807,87500,13330.0,1.4,13.303,1.712,"Mid Design role. Focus on prototypes, UX/UI, and user research. Requirements: 14 items; Responsibilities: 10 items."
5,1,1,3,1,3.6,1,8,11,8,0,35.1,30.3,27.7,51.1,55.3,79.2,45756,48542,10251.52,1.375,14.665,0.642,"Junior Operations role. Focus on reporting, process, and SOP. Requirements: 11 items; Responsibilities: 8 items."
4,2,0,5,0,6.48,2,9,15,7,0,28.2,32.9,25.3,50.9,52.2,50.2,57633,86313,9627.29,1.667,9.99,1.457,"Mid Marketing role. Focus on brand, analytics, and SEO. Requirements: 15 items; Responsibilities: 9 items."
3,2,0,4,0,5.25,2,11,10,14,1,58.4,69.6,51.1,69.7,76.6,55.0,35793,82657,9480.43,0.909,18.112,1.911,"Mid Sales role. Focus on leads, account, and CRM. Requirements: 10 items; Responsibilities: 11 items."
3,2,0,5,0,1.57,1,11,14,6,0,47.4,39.2,43.3,66.2,20.7,40.9,56959,57959,22342.28,1.273,10.311,1.594,"Mid Sales role. Focus on quota, leads, and CRM. Requirements: 14 items; Responsibilities: 11 items."
5,4,1,3,1,14.53,2,13,17,10,2,47.1,51.9,55.1,54.3,60.4,72.2,104812,144409,8025.36,1.308,11.371,1.02,"Lead Operations role. Focus on process, coordination, and reporting. Requirements: 17 items; Responsibilities: 13 items."
1,2,0,0,1,7.73,1,13,11,3,0,53.7,80.3,33.7,60.3,41.4,21.5,55947,97727,8800.49,0.846,12.123,2.254,"Mid Data role. Focus on pipelines, modeling, and SQL. Requirements: 11 items; Responsibilities: 13 items."
3,0,1,1,0,1.0,1,6,7,10,1,33.9,59.7,30.4,75.3,21.0,42.7,27248,42443,17430.85,1.167,20.222,0.959,"Intern Sales role. Focus on CRM, leads, and quota. Requirements: 7 items; Responsibilities: 6 items."
3,0,2,2,0,3.03,1,3,4,9,2,31.3,39.1,22.6,67.3,38.8,56.6,28854,37211,8189.01,1.333,36.511,0.726,"Intern Sales role. Focus on closing, leads, and quota. Requirements: 4 items; Responsibilities: 3 items."
3,2,1,4,0,3.58,1,12,11,8,2,63.7,29.2,54.9,97.1,44.4,29.6,71049,86122,17159.35,0.917,13.869,1.033,"Mid Sales role. Focus on leads, quota, and closing. Requirements: 11 items; Responsibilities: 12 items."
5,1,1,2,1,5.43,1,10,10,12,1,28.1,48.2,33.8,8.7,34.0,69.0,38284,77477,8996.15,1.0,11.091,0.713,"Junior Operations role. Focus on SOP, quality, and logistics. Requirements: 10 items; Responsibilities: 10 items."
3,2,0,0,0,6.12,0,7,7,3,1,52.9,43.4,35.7,100.0,28.2,35.2,65062,66062,9202.29,1.0,21.097,0.443,"Mid Sales role. Focus on leads, CRM, and account. Requirements: 7 items; Responsibilities: 7 items."
3,2,1,2,0,7.31,0,11,16,4,0,29.2,58.6,45.5,74.5,42.3,14.9,58086,62448,7252.56,1.455,9.81,1.088,"Mid Sales role. Focus on closing, quota, and leads. Requirements: 16 items; Responsibilities: 11 items."
1,2,0,4,1,5.21,1,9,15,12,0,41.4,88.9,41.1,11.6,50.1,43.5,80375,111440,15438.72,1.667,11.531,1.201,"Mid Data role. Focus on experiments, dashboard, and ETL. Requirements: 15 items; Responsibilities: 9 items."
0,1,0,5,0,3.73,2,9,12,5,0,63.4,41.6,43.4,27.8,46.1,20.2,36275,70111,11255.58,1.333,11.548,1.053,"Junior Software role. Focus on frontend, CI/CD, and backend. Requirements: 12 items; Responsibilities: 9 items."
2,0,0,1,0,1.96,3,6,12,8,2,15.9,35.9,79.0,35.9,43.1,31.6,20435,45874,11203.83,2.0,13.413,0.069,"Intern Design role. Focus on user research, prototypes, and UX/UI. Requirements: 12 items; Responsibilities: 6 items."
3,0,0,1,1,2.56,0,7,9,11,1,37.1,41.9,43.4,86.0,36.3,42.5,30398,32854,8877.97,1.286,17.949,0.914,"Intern Sales role. Focus on CRM, account, and pipeline. Requirements: 9 items; Responsibilities: 7 items."
5,2,0,2,1,6.67,0,11,14,8,2,60.8,33.5,58.2,44.4,59.3,93.8,46248,61945,7049.71,1.273,14.003,1.217,"Mid Operations role. Focus on reporting, process, and quality. Requirements: 14 items; Responsibilities: 11 items."
5,2,0,2,0,6.55,1,5,17,9,0,40.4,54.6,53.4,46.7,46.8,73.7,32740,60416,6166.76,3.4,14.346,0.897,"Mid Operations role. Focus on coordination, reporting, and quality. Requirements: 17 items; Responsibilities: 5 items."
4,2,0,5,0,4.79,2,11,11,6,1,59.9,40.2,28.5,62.9,93.9,59.2,61339,88739,12954.02,1.0,15.67,1.566,"Mid Marketing role. Focus on brand, analytics, and campaigns. Requirements: 11 items; Responsibilities: 11 items."
1,2,0,2,0,8.72,2,12,9,9,1,36.7,85.0,46.5,46.7,49.6,42.4,72209,85371,8107.87,0.75,14.613,1.617,"Mid Data role. Focus on dashboard, pipelines, and ETL. Requirements: 9 items; Responsibilities: 12 items."
4,2,1,3,0,6.15,1,12,15,12,2,36.4,22.0,45.5,11.4,74.5,37.3,68201,90619,11101.04,1.25,8.406,1.522,"Mid Marketing role. Focus on analytics, SEO, and content. Requirements: 15 items; Responsibilities: 12 items."
1,4,1,1,0,9.93,1,18,17,10,2,42.5,49.8,62.7,56.2,63.6,80.5,94983,153326,11364.15,0.944,10.152,1.397,"Lead Data role. Focus on dashboard, modeling, and experiments. Requirements: 17 items; Responsibilities: 18 items."
2,2,1,0,0,5.25,1,11,15,11,1,60.6,47.5,71.6,29.9,22.6,47.0,45845,54883,8060.83,1.364,10.74,0.24,"Mid Design role. Focus on UX/UI, design system, and prototypes. Requirements: 15 items; Responsibilities: 11 items."
3,1,1,2,1,1.7,2,12,11,7,1,50.9,39.4,23.7,99.6,32.7,29.4,44050,53127,18027.16,0.917,11.991,0.544,"Junior Sales role. Focus on closing, pipeline, and quota. Requirements: 11 items; Responsibilities: 12 items."
1,3,0,2,0,6.7,2,15,13,7,1,43.2,52.8,50.4,49.4,76.5,49.6,96087,131401,14780.6,0.867,11.493,1.687,"Senior Data role. Focus on modeling, experiments, and pipelines. Requirements: 13 items; Responsibilities: 15 items."
5,1,0,1,1,1.21,1,7,9,16,0,45.7,43.9,48.5,51.1,42.8,85.3,22680,42009,14605.76,1.286,19.832,1.069,"Junior Operations role. Focus on process, coordination, and logistics. Requirements: 9 items; Responsibilities: 7 items."
4,2,1,3,0,6.15,1,9,9,4,1,37.0,33.4,46.9,43.0,76.0,56.4,65655,75422,9871.73,1.0,16.265,1.183,"Mid Marketing role. Focus on ads, analytics, and brand. Requirements: 9 items; Responsibilities: 9 items."
4,2,0,1,0,5.66,1,14,12,8,1,24.2,46.9,39.2,70.0,74.9,66.9,58472,74970,10017.27,0.857,12.39,0.593,"Mid Marketing role. Focus on analytics, brand, and content. Requirements: 12 items; Responsibilities: 14 items."
2,0,0,0,0,1.48,1,8,7,8,1,48.1,24.6,34.6,22.7,44.7,40.0,16689,36610,10730.7,0.875,14.312,0.802,"Intern Design role. Focus on user research, usability, and wireframes. Requirements: 7 items; Responsibilities: 8 items."
4,1,0,3,0,1.62,2,4,12,15,2,45.4,51.7,54.9,32.8,76.0,39.4,44263,61142,20085.15,3.0,18.766,1.809,"Junior Marketing role. Focus on analytics, SEO, and brand. Requirements: 12 items; Responsibilities: 4 items."
4,1,0,1,0,2.87,1,6,15,8,2,34.3,22.2,47.8,39.0,88.1,39.9,46438,47438,12141.95,2.5,12.923,1.695,"Junior Marketing role. Focus on brand, content, and SEO. Requirements: 15 items; Responsibilities: 6 items."
3,2,0,4,0,4.71,2,13,13,11,2,38.7,42.3,43.9,94.8,49.6,42.9,63405,67596,11475.07,1.0,12.01,0.994,"Mid Sales role. Focus on account, pipeline, and leads. Requirements: 13 items; Responsibilities: 13 items."
0,3,0,0,0,9.98,1,13,14,17,1,95.9,57.9,60.8,51.8,77.4,69.5,115877,125620,10995.36,1.077,15.304,1.942,"Senior Software role. Focus on CI/CD, API, and backend. Requirements: 14 items; Responsibilities: 13 items."
0,3,0,4,0,5.26,2,8,15,7,2,54.8,46.8,66.5,53.2,47.3,51.8,91703,126668,17428.32,1.875,13.932,2.292,"Senior Software role. Focus on frontend, CI/CD, and backend. Requirements: 15 items; Responsibilities: 8 items."
2,2,0,3,0,3.22,2,12,12,9,1,47.4,46.7,77.2,42.4,75.8,33.2,50520,51635,12115.69,1.0,13.446,1.451,"Mid Design role. Focus on prototypes, UX/UI, and usability. Requirements: 12 items; Responsibilities: 12 items."
0,0,2,4,0,2.87,1,9,6,13,1,65.4,44.1,53.0,31.7,25.5,34.6,29757,52064,10576.66,0.667,16.961,0.95,"Intern Software role. Focus on backend, API, and frontend. Requirements: 6 items; Responsibilities: 9 items."
3,0,1,2,0,1.67,1,8,8,3,2,45.4,22.0,41.7,87.8,42.3,45.5,29850,41799,13427.8,1.0,17.791,1.378,"Intern Sales role. Focus on closing, quota, and leads. Requirements: 8 items; Responsibilities: 8 items."
3,1,0,5,1,1.15,2,8,7,8,1,44.3,49.5,40.7,58.2,37.8,21.3,57382,61772,27759.98,0.875,16.792,1.027,"Junior Sales role. Focus on quota, account, and CRM. Requirements: 7 items; Responsibilities: 8 items."
5,3,0,3,1,10.66,1,12,13,7,0,41.9,44.1,49.6,40.0,47.9,75.3,52754,68539,5200.71,1.083,11.951,1.447,"Senior Operations role. Focus on logistics, coordination, and SOP. Requirements: 13 items; Responsibilities: 12 items."
3,2,0,5,0,8.34,1,9,13,6,1,49.2,48.8,28.2,74.0,35.1,55.0,67874,73064,7548.78,1.444,13.197,0.671,"Mid Sales role. Focus on closing, pipeline, and account. Requirements: 13 items; Responsibilities: 9 items."
1,1,0,1,1,5.21,1,7,12,9,1,29.7,56.1,21.7,49.6,26.1,47.3,33372,70789,8385.3,1.714,12.131,0.011,"Junior Data role. Focus on ETL, modeling, and pipelines. Requirements: 12 items; Responsibilities: 7 items."
1,4,0,5,0,6.07,1,16,19,13,2,58.8,83.0,75.4,45.8,43.3,55.8,117772,132075,17680.43,1.187,10.341,2.188,"Lead Data role. Focus on pipelines, dashboard, and modeling. Requirements: 19 items; Responsibilities: 16 items."
5,1,0,3,0,3.68,1,15,9,10,1,43.8,35.8,29.5,27.9,55.3,62.5,39076,54957,10049.51,0.6,10.616,1.41,"Junior Operations role. Focus on process, logistics, and coordination. Requirements: 9 items; Responsibilities: 15 items."
1,3,0,5,0,6.45,2,19,18,13,0,39.9,92.7,55.6,67.7,25.7,46.1,86141,109261,13106.98,0.947,8.858,1.549,"Senior Data role. Focus on modeling, ETL, and SQL. Requirements: 18 items; Responsibilities: 19 items."
4,2,0,1,1,5.35,2,10,13,3,1,53.6,71.8,35.2,42.2,36.0,64.6,62632,63632,9949.43,1.3,13.192,1.181,"Mid Marketing role. Focus on analytics, ads, and campaigns. Requirements: 13 items; Responsibilities: 10 items."
3,0,2,3,0,0.0,2,2,12,5,1,18.9,48.9,34.2,66.6,43.4,37.5,16644,30428,23535.79,6.0,17.823,0.371,"Intern Sales role. Focus on CRM, account, and quota. Requirements: 12 items; Responsibilities: 2 items."
1,2,1,5,0,8.75,1,10,14,9,2,77.9,60.1,55.4,38.7,20.0,49.0,50041,102844,7843.96,1.4,12.546,1.189,"Mid Data role. Focus on ETL, SQL, and experiments. Requirements: 14 items; Responsibilities: 10 items."
2,1,0,1,1,2.46,3,8,10,6,1,34.4,45.1,71.0,53.6,27.7,41.7,27107,64599,13256.83,1.25,15.197,0.168,"Junior Design role. Focus on wireframes, usability, and user research. Requirements: 10 items; Responsibilities: 8 items."
0,1,1,5,1,3.91,1,8,6,9,2,66.0,29.7,53.9,28.8,41.6,26.9,47766,69933,11977.24,0.75,17.633,0.508,"Junior Software role. Focus on frontend, CI/CD, and code review. Requirements: 6 items; Responsibilities: 8 items."
4,1,1,5,1,4.7,1,4,13,11,1,35.3,57.6,32.9,47.5,68.9,50.9,46603,62425,9556.44,3.25,17.247,1.167,"Junior Marketing role. Focus on ads, SEO, and campaigns. Requirements: 13 items; Responsibilities: 4 items."
5,2,0,2,0,6.84,2,10,15,5,0,44.9,48.6,47.5,54.1,39.4,74.9,66784,82938,9548.74,1.5,12.375,1.631,"Mid Operations role. Focus on SOP, reporting, and quality. Requirements: 15 items; Responsibilities: 10 items."
4,2,1,4,0,6.5,2,9,16,7,1,32.5,48.5,40.5,66.5,78.6,26.7,52241,53241,7034.94,1.778,11.733,0.84,"Mid Marketing role. Focus on SEO, content, and analytics. Requirements: 16 items; Responsibilities: 9 items."
4,0,0,2,0,0.69,2,6,6,9,0,34.3,48.8,36.6,67.3,88.8,44.4,22253,23253,13466.08,1.0,26.678,1.149,"Intern Marketing role. Focus on campaigns, SEO, and analytics. Requirements: 6 items; Responsibilities: 6 items."
3,2,0,3,0,6.17,1,7,9,13,0,69.3,49.1,50.0,71.8,50.1,31.6,79120,80120,11101.18,1.286,20.119,2.001,"Mid Sales role. Focus on CRM, leads, and pipeline. Requirements: 9 items; Responsibilities: 7 items."
4,3,0,5,1,7.68,1,13,19,9,2,34.2,47.3,31.2,46.3,93.1,44.5,90618,91618,10501.14,1.462,9.268,1.068,"Senior Marketing role. Focus on SEO, campaigns, and ads. Requirements: 19 items; Responsibilities: 13 items."
0,3,0,4,1,3.78,1,10,15,13,0,68.8,45.3,45.8,58.1,49.3,37.3,77747,78747,16382.17,1.5,12.183,2.759,"Senior Software role. Focus on API, microservices, and code review. Requirements: 15 items; Responsibilities: 10 items."
2,1,0,1,0,5.0,2,6,3,11,2,48.4,48.9,94.4,47.7,31.9,32.1,40772,41772,6881.97,0.5,33.71,1.274,"Junior Design role. Focus on usability, wireframes, and user research. Requirements: 3 items; Responsibilities: 6 items."
4,1,0,3,0,2.56,1,7,11,6,0,21.7,33.8,28.4,47.9,75.1,56.3,44893,48454,13128.44,1.571,14.625,1.116,"Junior Marketing role. Focus on brand, SEO, and analytics. Requirements: 11 items; Responsibilities: 7 items."
0,2,0,4,0,4.91,1,9,9,15,1,96.6,43.2,33.7,49.4,24.2,53.5,58476,93658,12872.57,1.0,16.702,1.268,"Mid Software role. Focus on code review, backend, and CI/CD. Requirements: 9 items; Responsibilities: 9 items."
2,2,1,3,0,5.09,0,9,16,8,1,51.9,57.7,100.0,75.2,35.2,54.9,55687,84321,11485.94,1.778,15.0,2.086,"Mid Design role. Focus on UX/UI, wireframes, and prototypes. Requirements: 16 items; Responsibilities: 9 items."
2,0,0,1,0,0.0,1,5,10,7,0,39.4,21.3,85.1,25.4,3.7,31.6,20103,26070,23086.29,2.0,13.761,-0.337,"Intern Design role. Focus on prototypes, wireframes, and design system. Requirements: 10 items; Responsibilities: 5 items."
4,1,0,4,1,1.68,1,7,4,10,0,31.2,54.0,57.0,29.4,65.2,36.6,42010,43010,15876.02,0.571,24.844,0.723,"Junior Marketing role. Focus on brand, campaigns, and analytics. Requirements: 4 items; Responsibilities: 7 items."
3,2,0,4,0,2.73,1,9,13,13,0,37.9,43.8,33.1,76.7,30.4,31.7,52729,68892,16307.54,1.444,11.529,0.986,"Mid Sales role. Focus on pipeline, closing, and CRM. Requirements: 13 items; Responsibilities: 9 items."
2,2,0,3,1,6.59,1,9,12,8,1,57.6,36.0,89.2,40.7,54.8,45.5,67654,80666,9768.52,1.333,15.417,1.554,"Mid Design role. Focus on UX/UI, user research, and usability. Requirements: 12 items; Responsibilities: 9 items."
1,1,2,2,1,5.27,1,7,11,12,1,51.5,79.1,24.2,28.4,55.0,42.0,45602,67677,9036.66,1.571,15.578,0.947,"Junior Data role. Focus on modeling, ETL, and dashboard. Requirements: 11 items; Responsibilities: 7 items."
1,2,0,3,0,5.92,0,15,9,12,1,32.5,83.3,28.0,36.8,44.0,25.1,81496,86765,12154.33,0.6,10.406,1.765,"Mid Data role. Focus on pipelines, SQL, and experiments. Requirements: 9 items; Responsibilities: 15 items."
5,3,1,3,1,5.92,1,15,11,8,2,60.1,54.2,30.9,61.5,56.0,63.3,62109,97602,11544.4,0.733,12.537,2.014,"Senior Operations role. Focus on reporting, logistics, and process. Requirements: 11 items; Responsibilities: 15 items."
4,3,0,1,1,10.58,0,11,17,12,0,57.6,68.0,49.1,41.8,100.0,46.6,69881,70881,6079.47,1.545,12.964,1.45,"Senior Marketing role. Focus on analytics, campaigns, and SEO. Requirements: 17 items; Responsibilities: 11 items."
4,1,0,5,1,3.02,1,5,4,12,2,66.1,35.3,37.3,53.8,67.0,36.4,45298,47042,11497.25,0.8,32.88,1.0,"Junior Marketing role. Focus on analytics, SEO, and brand. Requirements: 4 items; Responsibilities: 5 items."
